User ID,Age,Gender,Location,Device Type,OS,Internet Speed,Time of Day,UI Theme,Font Size,Clicks,Time Spent (s),Scroll Depth (%),Navigation Pattern,Search Query,Session Duration (s),UI Components Used,Customization Choices,Feedback,Layout Preference,Navigation Style,Color Palette,Interaction Level,Component Density,Button Style,Icon Style,Loading Style,Error Style,Animation Level,Learning Style
15660d12-deef-4bab-be80-8ae6a66a6d56,45,,Guinea-Bissau,Mobile,iOS,Medium,NIGHT,,Small,31,230,38,Home → Profile, dark mode ,143,", Dropdown",Custom Font,BAD,,Tab Bar,Warm Tones,,Compact,Pill-shaped,Filled,Progress Bar,Text-only,Subtle,Flashcards and quizzes
49028fcd-4bda-4ebc-bd03-7acf89248b7a,49,m,Vietnam,mobile,Android,Fast,day,Light,,19,432,76,Cart → Checkout, dark mode ,747,,Theme: Minimalist,Bad,Grid,Tab Bar,BLUE DOMINANT,Custom,Compact,Rounded,Filled,Skeleton,Illustration,,Interactive tutorials
a085fb91-3146-4021-af0e-4fb23463207a,35,,Cuba,,Unknown,Medium,day,Light,small,40,466,63,Home → Profile,Increase font size,284,Dropdown,Theme: Minimalist,BAD,Grid,Top Menu,Warm Tones,Custom,compact,,Hand-drawn,Progress Bar,text only,Subtle,Note-taking and summarizing
0f232459-7568-4f9e-b148-cd7ba6473307,10,f,Netherlands Antilles,DESKTOP,ios,Slow,Night,,Small,29,59,91,,!!Change language!!,1067,"Dropdown, , Sidebar",Theme: Minimalist,Bad,Card-based,Gesture-based,Blue Dominant,High,Standard,Pill-shaped,filled,None,text only,Expressive,Hands-on projects
a6a73945-52e2-4d28-a951-874f89d8e83d,29,Other,Finland,mobile,ios,,Night,light,small,27,578,55,,Enable notifications,864,,Custom Font,,Grid,Gesture-based,High Contrast,Minimal,Compact,Square,Outlined,None,text only,Subtle,Interactive tutorials
9e222d8c-7bcb-494b-9d71-07905f5493d1,56,, Malawi!!,,Android,Medium,,Light,LARGE,39,353,104,Dashboard → Settings, dark mode ,528,"Slider, Sidebar",Theme: Minimalist,Good,List,Gesture-based,Monochrome,,Compact,Pill-shaped,filled,None,Modal,None,Group discussions
60277d7d-b55e-4043-8997-8ea8c8715395,44,,Panama,DESKTOP,Unknown,Medium,NIGHT,System Default,Large,43,292,44,,Increase font size,754,,  Theme:Minimalist  ,BAD,List,Hamburger Menu,Blue Dominant,Moderate,Spacious,Rounded,Duotone,Spinner,Toast,,Problem-solving exercises
0b43c4e7-b288-4ede-bb6c-f5255fdcd18b,45,F,Andorra,,Unknown,SLOW,Night,Dark,Small,10,183,56,,Change language,790,"button, , Button",Custom Font,Good,List,Hamburger Menu,Blue Dominant,Minimal,Compact,,Duotone,,Modal,None,Group discussions
a3d5c337-cc8f-4c98-8b5a-81d1e3cdc903,55,f,Sierra Leone,,Linux,,Night,Dark,Small,49,313,41,Home → Profile, dark mode ,371,"Sidebar, Slider, ",High Contrast Mode,Bad,List,Top Menu,Blue Dominant,High,Standard,Square,Duotone,,text only,Subtle,Interactive tutorials
e2be4726-16d7-4022-b3e4-aa14ba361054,50,f,Ireland,,ios,Fast,Day,Light,Small,17,240,93,,Reduce animations,601,"Chatbox, Sidebar, Menu",  Theme:Minimalist  ,BAD,,Gesture-based,BLUE DOMINANT,Moderate,Compact,Rounded,Hand-drawn,None,Text-only,Subtle,Live workshops or webinars
c8d18cb4-e842-44b9-8635-2f0d49604d53,47,F,Korea,mobile,Windows,Medium,Day,Light,Large,45,303,73,,Dark mode,684,"Chatbox, Sidebar, ",  Theme:Minimalist  ,BAD,List,Hamburger Menu,Pastel,Moderate,Compact,Pill-shaped,Duotone,Skeleton,Modal,,Group discussions
39a0dd69-f718-49bf-83a3-2b9c62d585c4,54,,Ghana,,iOS,Slow,,Dark,Small,8,263,88,,Change language,496,,High Contrast Mode,Good,Card-based,top menu,Blue Dominant,Moderate,Spacious,,Outlined,Skeleton,text only,Subtle,
18ccfa22-d36e-47e0-804c-5589100ce268,25,f,Holy See (Vatican City State),Tablet,iOS,,NIGHT,,small,38,422,17,Cart → Checkout,Reduce animations,677,button,Background: Blue,Bad,grid,top menu,Warm Tones,,Compact,Square,Hand-drawn,Progress Bar,Toast,None,Flashcards and quizzes
22ea2429-fffd-4103-80ca-c68378d86f71,46,F,Niue,,macOS,Slow,Day,System Default,LARGE,20,287,68,Feed → Post → Comments,Increase font size,653,"Sidebar, button, ",Theme: Minimalist,,Grid,Gesture-based,BLUE DOMINANT,Moderate,Standard,Pill-shaped,Outlined,Skeleton,Illustration,None,Hands-on projects
07eaa3cb-180d-4bd8-8bc3-7a9604797dfd,41,m,Monaco,mobile,Unknown,,,Dark,Medium,36,360,40,Cart → Checkout,Increase font size,149,"Button, Dropdown",Custom Font,good,Card-based,Gesture-based,Blue Dominant,Minimal,Compact,Rounded,Filled,Skeleton,Modal,Subtle,Group discussions
5ef1a125-6bb0-4e9e-bfdf-b499cd8b5cdf,58,,Saint Lucia,mobile,Windows,SLOW,day,,LARGE,36,1596,80,Cart → Checkout,!!Change language!!,493,"Sidebar, button, Button",High Contrast Mode,good,,Gesture-based,Blue Dominant,High,Standard,Square,Duotone,Skeleton,Illustration,None,Problem-solving exercises
27dcefe3-2e58-4a22-8465-63007d1e945f,20,Female,United Arab Emirates,mobile,Android,Slow,NIGHT,light,Small,43,245,10,Cart → Checkout, dark mode ,328,"Dropdown, Chatbox",Custom Font,Good,Card-based,Tab Bar,Blue Dominant,High,Compact,Square,Filled,Skeleton,Modal,Expressive,
1cae9f0b-ce68-4f1c-b0ab-b5a630704991,41,m,Palau,,Linux,,Day,Light,LARGE,17,89,58,,Dark mode,541,,Custom Font,Good,Grid,top menu,Blue Dominant,High,Compact,Square,Duotone,Skeleton,Text-only,None,Flashcards and quizzes
df939e53-e572-4b5a-9550-b5c1e09c24c3,49,f,Nauru,DESKTOP,ios,Fast,Day,System Default,small,16,548,37,Cart → Checkout,Dark mode,53,Sidebar,High Contrast Mode,good,grid,Tab Bar,High Contrast,Custom,Compact,Floating,Duotone,None,Toast,None,Hands-on projects
4e069ffd-73e8-4fe6-bb1c-ba1984ac99ac,33,m,New Caledonia,,Android,Medium,Day,,LARGE,31,569,45,Feed → Post → Comments,Increase font size,149,"Slider, Sidebar, button",  Theme:Minimalist  ,,Grid,Gesture-based,High Contrast,High,Standard,,filled,Spinner,Modal,Subtle,Watch videos
fe77380c-94a7-4274-8bec-6ecf171cc9e7,55,,Faroe Islands,,ios,Fast,Night,Light,Large,39,205,77,Dashboard → Settings,Change language,646,,Background: Blue,good,Card-based,Hamburger Menu,Monochrome,Moderate,Standard,Square,Duotone,Skeleton,Text-only,Expressive,Problem-solving exercises
79516a7e-f8d0-4ada-b267-cecf777ed9d4,22,,United Arab Emirates,DESKTOP,Linux,Medium,Day,System Default,,33,424,97,Home → Profile,Dark mode,306,"Slider, Chatbox",Background: Blue,good,Card-based,Top Menu,Warm Tones,,compact,Rounded,Hand-drawn,Skeleton,text only,None,Watch videos
a99f421f-1d0e-426d-b84e-22443f55074a,22,Other,Cote d'Ivoire,Mobile,iOS,Medium,NIGHT,,small,8,433,68,Feed → Post → Comments,Reduce animations,409,"Dropdown, , Chatbox",Background: Blue,Bad,Single-column,Tab Bar,Blue Dominant,Custom,Compact,Pill-shaped,Outlined,Progress Bar,Text-only,None,Reading PDF
88cd0397-1317-4442-9f3a-fb2945ad7edb,60,m,Israel,DESKTOP,macOS,Fast,Day,Light,,19,598,7,,Reduce animations,825,"Button, Slider",Background: Blue,,Card-based,Hamburger Menu,Monochrome,Moderate,compact,Square,filled,Skeleton,Illustration,Expressive,Hands-on projects
3e2a96ba-7f13-4e09-9746-570e0d35a9f6,43,f,China,Tablet,Linux,Medium,Day,,Large,50,78,31,Feed → Post → Comments,Reduce animations,803,"Chatbox, , Sidebar",Custom Font,Good,List,Tab Bar,Warm Tones,Moderate,compact,Rounded,Duotone,,Toast,Moderate,Group discussions
6bf024d9-edfd-404c-9610-9f8a70801f38,42,,Samoa,DESKTOP,Windows,SLOW,,Dark,Medium,21,89,27,Dashboard → Settings, dark mode ,704,"Menu, Dropdown",Background: Blue,Good,Single-column,Top Menu,Monochrome,High,compact,Rounded,Filled,None,Toast,Expressive,Hands-on projects
e1576403-6267-47fc-bae9-79b822ad9e5b,59,Other,New Caledonia,Mobile,ios,SLOW,NIGHT,Dark,Small,36,158,16,,Dark mode,663,,  Theme:Minimalist  ,Good,Single-column,Gesture-based,High Contrast,Minimal,Compact,Pill-shaped,Hand-drawn,,Illustration,None,Reading PDF
6094748b-8b80-4c11-835c-452c338f6608,58,,Switzerland,Mobile,Unknown,,Night,Dark,Large,27,564,61,Dashboard → Settings,Change language,152,"Slider, Sidebar",Background: Blue,Good,,Tab Bar,Blue Dominant,Moderate,Compact,Rounded,Hand-drawn,Spinner,text only,Moderate,One-on-one tutoring
8950fb29-416b-4524-821e-689aae6271e0,59,f,Pitcairn Islands,mobile,Android,,NIGHT,Light,Medium,31,284,22,, dark mode ,1799,Dropdown,Custom Font,Good,Card-based,Gesture-based,BLUE DOMINANT,Minimal,Standard,Pill-shaped,Filled,Skeleton,Modal,None,Live workshops or webinars
5ec5b2fd-493e-4069-b9bd-f0162b4a8700,39,,Zambia,DESKTOP,Windows,,day,Light,Large,31,477,28,,Change language,627,"Slider, Sidebar, Chatbox",  Theme:Minimalist  ,,List,Top Menu,BLUE DOMINANT,Moderate,Standard,Floating,Hand-drawn,,text only,None,Reading PDF
a560f66a-85c0-46eb-ad92-165155e78c05,47,,Liberia,DESKTOP,Linux,Medium,NIGHT,Dark,Medium,19,523,58,Feed → Post → Comments,Change language,177,Menu,High Contrast Mode,Good,Single-column,Gesture-based,High Contrast,,Spacious,,filled,Spinner,text only,None,Live workshops or webinars
b0515e4c-5301-466f-bd5b-4d73d9e32140,46,M,Turks and Caicos Islands,Tablet,Unknown,Medium,NIGHT,,Large,24,283,34,,Enable notifications,124,,Background: Blue,Good,Single-column,Gesture-based,Monochrome,Custom,Compact,Floating,Duotone,None,Toast,None,Live workshops or webinars
f0d9ddab-636d-4026-b7c3-2838a7a2622e,44,,Colombia,,ios,,Day,light,Small,7,369,50,Home → Profile,Enable notifications,764,Sidebar,Theme: Minimalist,Bad,grid,top menu,Warm Tones,High,compact,,Outlined,Spinner,Modal,None,Interactive tutorials
a39e7f36-d47b-4269-b5ce-0802f7ffd297,51,F,Korea,Tablet,macOS,SLOW,day,Dark,small,2,559,77,Dashboard → Settings,Enable notifications,440,Dropdown,Background: Blue,Good,Single-column,Gesture-based,High Contrast,High,compact,Rounded,Duotone,Progress Bar,Illustration,Moderate,Flashcards and quizzes
321b4979-d9f6-463e-b17b-2e1e5b460476,43,F,Korea,Desktop,Unknown,,NIGHT,Light,LARGE,35,538,59,,Increase font size,331,", Chatbox, Dropdown",  Theme:Minimalist  ,good,Card-based,top menu,BLUE DOMINANT,Moderate,Spacious,Floating,filled,None,Toast,Expressive,Hands-on projects
d357791b-ea6a-4156-a54f-6d74c7fe3e45,32,M,Indonesia,Desktop,iOS,Fast,day,System Default,Small,47,359,1,Feed → Post → Comments,Enable notifications,801,"Slider, Menu",High Contrast Mode,BAD,,Top Menu,BLUE DOMINANT,High,compact,Rounded,Hand-drawn,Progress Bar,text only,Moderate,Problem-solving exercises
40920adf-dc54-4250-8b12-115054becbe6,27,,Romania,mobile,Linux,Slow,Day,System Default,,22,220,29,Home → Profile,Increase font size,338,", Button, Dropdown",Background: Blue,Good,Single-column,Tab Bar,BLUE DOMINANT,,Compact,Rounded,Hand-drawn,Skeleton,Modal,None,Reading PDF
6d9931d8-57fa-474c-bce6-760fa6586f8e,40,Other, Switzerland!!,,Unknown,,,Light,LARGE,10,549,52,Cart → Checkout, dark mode ,278,,Theme: Minimalist,BAD,Grid,top menu,Blue Dominant,High,Compact,Pill-shaped,Filled,Progress Bar,Modal,Expressive,
7792c642-4029-4412-8e80-09c7ed954be4,59,Other,Sao Tome and Principe,mobile,iOS,,Day,Light,small,22,433,97,Dashboard → Settings,Increase font size,195,,Custom Font,,,Hamburger Menu,Warm Tones,Minimal,Compact,Rounded,Duotone,Skeleton,Toast,,Hands-on projects
7dbb5471-0997-45d2-ade7-cdef6913cab3,22,,British Virgin Islands,Desktop,macOS,,Night,,LARGE,34,200,86,Home → Profile,Dark mode,200,"button, Chatbox",Theme: Minimalist,,List,Gesture-based,Warm Tones,,Spacious,,Outlined,Skeleton,text only,None,Problem-solving exercises
09d10ba8-3d4f-428b-961b-2d57fe246e2a,52,Female,Palau,DESKTOP,Unknown,,day,System Default,Large,41,312,97,Home → Profile,Enable notifications,658,", button, Dropdown",Custom Font,BAD,Grid,Gesture-based,Monochrome,High,compact,Pill-shaped,filled,Spinner,Text-only,,
cabdf28a-57af-495c-a4e9-8b55c5c54626,15,Female,Benin,Tablet,Unknown,,Night,light,Medium,19,314,93,Cart → Checkout,Increase font size,102,,High Contrast Mode,Bad,,Tab Bar,Warm Tones,,Spacious,Pill-shaped,Hand-drawn,Spinner,Modal,,Live workshops or webinars
eec7e689-6cfd-431a-b7aa-53e24f568ca8,28,F,Sierra Leone,mobile,macOS,Fast,day,Light,,24,417,88,Home → Profile,Reduce animations,579,"Button, Dropdown",Custom Font,Bad,,Gesture-based,High Contrast,Custom,Compact,Rounded,Outlined,Skeleton,Toast,Subtle,Reading PDF
1f9226bd-988c-45b7-bda7-d46f653c0fc6,19,f,Grenada,Mobile,ios,,Night,light,,42,300,84,Feed → Post → Comments,Dark mode,374,"Dropdown, button, ",High Contrast Mode,,Grid,Tab Bar,Pastel,High,Standard,Square,Duotone,Skeleton,Toast,Moderate,Reading PDF
1e8925ff-d11c-4eee-9d1c-f616b00d8f12,38,f,Guinea,Mobile,macOS,,Day,Light,Medium,42,494,46,Feed → Post → Comments,Change language,893,"Menu, Sidebar",Custom Font,good,,Hamburger Menu,Blue Dominant,High,Compact,Rounded,Hand-drawn,Skeleton,Text-only,Moderate,
9df3ff30-1052-4d3d-879a-22818412e7ff,28,,Ireland,Desktop,macOS,,,light,Large,33,417,97,Cart → Checkout,Dark mode,280,", Chatbox, Dropdown",Custom Font,BAD,,Tab Bar,Pastel,High,Compact,Floating,Outlined,Skeleton,Modal,Subtle,
897a86f1-67a4-41be-b6dc-c0a03c3a2e77,19,Other,Guatemala,Mobile,macOS,Medium,day,light,Large,18,337,85,Feed → Post → Comments, dark mode ,516,,High Contrast Mode,,List,Hamburger Menu,Warm Tones,High,Compact,Square,Hand-drawn,Spinner,Text-only,Moderate,Live workshops or webinars
8d8aafbd-4dfa-459d-8552-4cd4717e15b6,60,m,Taiwan,DESKTOP,Unknown,Medium,Night,,Small,4,381,51,Home → Profile, dark mode ,567,"Sidebar, Chatbox",Theme: Minimalist,,List,Hamburger Menu,Warm Tones,Minimal,compact,,Duotone,Skeleton,Toast,,One-on-one tutoring
e8d33190-28cb-4fc5-b124-d7e5e727ea6b,46,f,Palau,,Windows,SLOW,,,Small,16,36,66,,Reduce animations,316,"Chatbox, Sidebar, Slider",High Contrast Mode,good,Card-based,Hamburger Menu,High Contrast,High,Compact,Pill-shaped,Outlined,Skeleton,Text-only,Expressive,Group discussions
55a19ab3-7f86-41ee-b1b9-8ec5b5baffa7,32,Other,Micronesia,,Unknown,Medium,Night,,LARGE,127,276,58,Dashboard → Settings,Change language,545,"Sidebar, button, ",Theme: Minimalist,,Card-based,top menu,BLUE DOMINANT,High,Spacious,Rounded,Hand-drawn,Skeleton,Text-only,Subtle,Live workshops or webinars
b5f927d7-98d3-432a-851a-dca6e5b5a555,52,f,Finland,,Windows,Medium,,light,Medium,5,172,62,Home → Profile,!!Change language!!,553,"Slider, Menu",Custom Font,BAD,Single-column,Hamburger Menu,BLUE DOMINANT,High,Standard,Floating,Outlined,Spinner,Illustration,,Note-taking and summarizing
84f0e9e9-37d4-4bfd-92dc-1ab2190f5790,31,,Morocco,Tablet,Unknown,,NIGHT,Dark,Large,36,13,62,Feed → Post → Comments, dark mode ,628,,High Contrast Mode,BAD,grid,Tab Bar,High Contrast,Moderate,Compact,Rounded,Duotone,Progress Bar,Modal,Expressive,Hands-on projects
a0b88bf1-02b5-43fc-90ef-7a753fef2830,38,M,Uzbekistan,Mobile,Unknown,,NIGHT,light,,42,593,21,,Dark mode,142,,High Contrast Mode,good,Grid,Gesture-based,High Contrast,Moderate,Compact,Square,Hand-drawn,Progress Bar,Toast,Moderate,Watch videos
8e44b72f-4878-46a2-9932-bfb9e96b7e3a,27,M,South Africa,,Linux,Fast,Night,light,Large,84,57,57,Home → Profile,Reduce animations,673,"Button, Menu",Background: Blue,good,List,top menu,Monochrome,High,Spacious,Pill-shaped,filled,Progress Bar,Text-only,Moderate,
be3f4edc-283c-4426-8769-22039ae4952d,40,F,Palestinian Territory,Desktop,macOS,,Night,light,Small,31,342,3,Cart → Checkout,Enable notifications,531,Button,Custom Font,,grid,Tab Bar,Monochrome,High,Compact,Pill-shaped,Duotone,Skeleton,Text-only,Moderate,Group discussions
acdd2ee8-1087-4cbf-bbdc-4b521cd08edc,18,,Saint Barthelemy,Desktop,ios,SLOW,,System Default,Large,44,502,80,Home → Profile,Change language,391,"Sidebar, , Button",Background: Blue,BAD,Card-based,Tab Bar,Blue Dominant,High,Spacious,Rounded,Outlined,,Text-only,,Note-taking and summarizing
e2ed1cc0-4b40-44ad-bc18-0014d97fa383,30,F,El Salvador,Tablet,macOS,SLOW,day,Dark,small,44,309,81,Home → Profile, dark mode ,395,"button, , Slider",High Contrast Mode,,Card-based,top menu,Monochrome,Moderate,Standard,Square,Filled,Spinner,text only,,Problem-solving exercises
2ce3d390-695d-4239-9b97-5bd4912c5cd6,52,,Christmas Island,Desktop,Unknown,,Night,Light,Large,18,463,74,Feed → Post → Comments,Dark mode,217,"Dropdown, Slider, ",Custom Font,Good,grid,Top Menu,High Contrast,Moderate,Compact,Square,Duotone,Progress Bar,Illustration,Expressive,Group discussions
25b70baf-a69d-4dd8-838e-446792e3bc5a,36,Other,Costa Rica,mobile,iOS,Medium,day,Light,Medium,41,370,24,Dashboard → Settings,Increase font size,154,"Button, Dropdown, ",Background: Blue,Good,,Gesture-based,Blue Dominant,Moderate,Compact,Pill-shaped,Hand-drawn,Spinner,Illustration,Moderate,
e5009c60-b62e-4c98-b4a7-623954c3ec3e,57,,Angola,,Linux,,,light,small,39,597,82,Dashboard → Settings,!!Change language!!,139,,Background: Blue,Bad,,Top Menu,Warm Tones,Moderate,Standard,Floating,filled,Skeleton,text only,Moderate,Hands-on projects
70e00f4b-ef39-4de3-b9a9-477127ebe131,50,Other,Belgium,,ios,,Night,,Large,18,196,20,Home → Profile,Dark mode,469,,High Contrast Mode,Good,Grid,Hamburger Menu,Pastel,Moderate,Spacious,Floating,Hand-drawn,None,Toast,None,Note-taking and summarizing
c11b3175-8e35-44e2-b97c-b6ff13350202,49,Other,British Indian Ocean Territory (Chagos Archipelago),Mobile,Unknown,,day,Dark,Medium,24,242,40,,!!Change language!!,458,Button,  Theme:Minimalist  ,BAD,grid,Gesture-based,Blue Dominant,Custom,Compact,Rounded,filled,Skeleton,text only,,Group discussions
da592d27-5c5a-4af7-b711-1bfbd22790c9,23,Other,Tokelau,,ios,,NIGHT,,,38,348,22,Cart → Checkout,!!Change language!!,760,,Custom Font,Bad,,Hamburger Menu,Warm Tones,,Spacious,Rounded,Filled,None,Modal,Subtle,Interactive tutorials
68cd19eb-8a91-47ad-a2cc-5068de189fed,60,Other,Hong Kong,,Android,Slow,Night,Dark,Small,36,566,50,Dashboard → Settings,Enable notifications,701,"Menu, button",Custom Font,Bad,Single-column,top menu,Blue Dominant,Custom,Standard,Pill-shaped,Outlined,Spinner,text only,,Live workshops or webinars
4a87fd2a-9276-4f8f-a8a4-2225ff1c31c4,57,f,Thailand,Tablet,Unknown,,day,Dark,,18,547,4,,!!Change language!!,450,"Chatbox, button, ",Background: Blue,Good,Grid,Tab Bar,Blue Dominant,Moderate,Compact,Rounded,Duotone,Spinner,Illustration,,Note-taking and summarizing
f5e2ea89-0a4a-49a0-87b0-91df3f4dea44,26,F,Chad,DESKTOP,iOS,Medium,Day,light,Large,50,260,20,,Reduce animations,510,,Theme: Minimalist,BAD,Single-column,top menu,Pastel,High,compact,,filled,None,Illustration,Expressive,Watch videos
ebf1069e-4491-41d0-87ee-9b2e3c82492e,37,,Korea,,macOS,Fast,day,Dark,LARGE,37,53,0,Feed → Post → Comments,Dark mode,568,Menu,Custom Font,Bad,Card-based,Tab Bar,Monochrome,,Compact,Pill-shaped,Duotone,None,Text-only,Subtle,Interactive tutorials
7d509706-5ac1-45a0-a4d6-3518b2121032,29,,Italy,Tablet,iOS,,NIGHT,Dark,small,45,61,86,Home → Profile,Reduce animations,368,"Sidebar, Chatbox",High Contrast Mode,Bad,Single-column,Gesture-based,High Contrast,Custom,compact,Rounded,Filled,None,text only,None,Hands-on projects
32556f49-580e-4976-9a5e-450bb3410fc8,55,f,Russian Federation,Desktop,Windows,,day,,Medium,26,546,91,Home → Profile, dark mode ,728,"Button, Chatbox, Menu",Background: Blue,,grid,top menu,BLUE DOMINANT,High,compact,Floating,Filled,Spinner,Text-only,Expressive,Hands-on projects
3348e03e-d2e1-49c5-abaf-49f9210fd242,20,Other,Tuvalu,mobile,Unknown,,,,Small,5,43,46,,!!Change language!!,869,Button,  Theme:Minimalist  ,BAD,List,Gesture-based,Blue Dominant,Moderate,Compact,,Outlined,Progress Bar,text only,,Flashcards and quizzes
0ad0139c-7d57-4e5c-8010-ab7c43572f15,53,Female,Turks and Caicos Islands,Tablet,Unknown,SLOW,day,Light,LARGE,11,63,29,Feed → Post → Comments,Reduce animations,222,"Menu, Sidebar",High Contrast Mode,Bad,Card-based,Gesture-based,High Contrast,Minimal,Standard,,Filled,Progress Bar,Text-only,Subtle,Problem-solving exercises
28e950e0-9d7a-4578-87c8-45bda7fe96df,21,f,Myanmar,Mobile,ios,Fast,Night,Light,Small,31,97,20,,Reduce animations,422,"Chatbox, button",Custom Font,BAD,grid,Tab Bar,BLUE DOMINANT,High,Compact,Rounded,Hand-drawn,Spinner,Illustration,Expressive,Watch videos
ec70fbf1-0188-48d1-a935-803ed74b1a70,76,,Guernsey,Mobile,iOS,Slow,Day,light,Large,31,42,8,,Reduce animations,348,Slider,  Theme:Minimalist  ,Bad,Card-based,Gesture-based,High Contrast,Moderate,Compact,Rounded,Outlined,None,Text-only,Moderate,One-on-one tutoring
baa8d626-2d75-4fbb-b0dd-21eed3a69f80,22,Other,Isle of Man,Tablet,ios,Medium,day,Dark,Large,50,159,4,Dashboard → Settings,Increase font size,182,"Dropdown, Chatbox, Sidebar",Custom Font,good,Grid,Gesture-based,Blue Dominant,High,Compact,,Filled,,Text-only,None,One-on-one tutoring
0e4f9716-edb3-45c3-8538-92e5a0a8d97c,21,M, Sweden!!,Mobile,Windows,Medium,Day,light,Large,2,592,38,Dashboard → Settings, dark mode ,731,"Menu, Dropdown",Custom Font,Bad,,Hamburger Menu,High Contrast,Moderate,Compact,,Filled,Skeleton,Illustration,Subtle,Live workshops or webinars
bc5771b7-b9df-45e4-8fbf-cc558d3e29e2,42,M,Jersey,Desktop,ios,SLOW,Night,Light,Small,46,111,24,Cart → Checkout, dark mode ,543,Dropdown,High Contrast Mode,BAD,,top menu,High Contrast,Custom,compact,Rounded,filled,Spinner,text only,None,
d8aad88e-d179-480a-be2a-845e30402d6d,45,Female,Brazil,,iOS,,,Dark,Medium,22,347,34,Dashboard → Settings,Enable notifications,851,"Chatbox, button, ",Background: Blue,good,Single-column,Hamburger Menu,Blue Dominant,High,compact,Pill-shaped,Duotone,Spinner,Modal,,Live workshops or webinars
7e3e2236-099d-4d93-a185-4430b65eaa31,43,Other,Cook Islands,Tablet,Android,,day,Light,Medium,32,382,53,Feed → Post → Comments,Change language,876,"Sidebar, , Slider",  Theme:Minimalist  ,good,grid,Gesture-based,Pastel,High,Compact,Floating,Filled,None,text only,Moderate,One-on-one tutoring
36502c0b-0fa5-4de7-8cfa-5f65b0b39564,28,m,Congo,mobile,Linux,SLOW,Night,System Default,,46,507,51,Dashboard → Settings,Increase font size,844,Button,High Contrast Mode,Good,List,Gesture-based,BLUE DOMINANT,Minimal,Compact,Floating,filled,Spinner,Modal,,Reading PDF
fce15745-b9ff-4f07-a4f7-f9df1b060bd1,30,F,Western Sahara,Mobile,iOS,,Night,,Medium,21,232,64,Cart → Checkout,Increase font size,727,"Chatbox, Sidebar, Button",Theme: Minimalist,BAD,grid,Gesture-based,High Contrast,High,Compact,Rounded,Outlined,Progress Bar,Illustration,Subtle,Live workshops or webinars
1dacc56b-f92e-44f2-8370-7df37b5c57f3,70,Other,Saint Lucia,Mobile,macOS,Fast,Day,Light,Large,11,150,18,Feed → Post → Comments,Increase font size,640,,High Contrast Mode,good,grid,Tab Bar,Blue Dominant,,Compact,,Duotone,,text only,,Watch videos
84c60336-1763-47c0-8bbe-9d04f39b5370,51,F,Grenada,Mobile,Windows,Fast,NIGHT,Light,,2,399,19,Dashboard → Settings,Reduce animations,739,Slider,  Theme:Minimalist  ,Bad,,Tab Bar,BLUE DOMINANT,Moderate,Compact,Square,Duotone,Progress Bar,Modal,Expressive,Watch videos
9640dd88-f104-4eee-b127-2f38e63648d1,36,Other,Mauritania,Mobile,Linux,SLOW,Night,light,Medium,34,355,11,Home → Profile, dark mode ,279,"button, Sidebar",Background: Blue,BAD,,Hamburger Menu,Monochrome,High,Standard,Rounded,Filled,,text only,Moderate,Hands-on projects
6666c323-d84b-4403-b9b3-a5e5dbe1e06e,57,f,El Salvador,mobile,iOS,Fast,NIGHT,System Default,Medium,5,369,51,Home → Profile,Change language,131,"button, ",  Theme:Minimalist  ,Bad,Single-column,Tab Bar,High Contrast,High,Compact,Square,Duotone,None,text only,Expressive,Hands-on projects
1940c3f8-46df-4f18-93a9-3ca6778a4ddc,43,,Myanmar,Desktop,Linux,,Night,Dark,Small,22,369,42,Dashboard → Settings, dark mode ,187,,Theme: Minimalist,Bad,,Gesture-based,Monochrome,Minimal,compact,Pill-shaped,Filled,Spinner,Toast,Subtle,Interactive tutorials
667da83c-e15e-4963-9b16-fbbec8398489,49,,Libyan Arab Jamahiriya,Mobile,macOS,Medium,Day,light,Small,50,136,15,Cart → Checkout,Change language,665,,Custom Font,Bad,,Gesture-based,Blue Dominant,Moderate,Compact,Square,filled,None,Modal,Expressive,Reading PDF
c1b87aed-eb23-4634-ad2e-b183ba366563,39,M, Argentina!!,Tablet,Unknown,Fast,,System Default,Large,49,471,84,Dashboard → Settings,Dark mode,583,,Theme: Minimalist,BAD,grid,top menu,Blue Dominant,High,Compact,Floating,Hand-drawn,Spinner,Modal,Moderate,Watch videos
674eb702-9099-4e5c-b664-8ce5c26af1b6,56,m,Malaysia,Mobile,iOS,Slow,Night,,Large,38,143,70,Feed → Post → Comments,!!Change language!!,497,,Theme: Minimalist,,List,Gesture-based,Monochrome,High,Standard,Floating,Outlined,Spinner,Modal,None,Group discussions
8aefa262-b513-429b-ba4e-94c2e998950b,28,m,Zambia,Mobile,Windows,,,light,Small,44,317,2,Feed → Post → Comments,Increase font size,689,", Sidebar",Background: Blue,good,List,Tab Bar,Pastel,Custom,Compact,Pill-shaped,Duotone,,Toast,None,Live workshops or webinars
3b49e00c-5972-4eee-ac2c-1c3faa5ceffd,25,m,Reunion,mobile,Windows,SLOW,Day,light,LARGE,10,451,71,Home → Profile,!!Change language!!,419,"button, Slider",Background: Blue,Bad,Single-column,Gesture-based,Blue Dominant,Moderate,Compact,,Duotone,,Text-only,Expressive,Watch videos
